timestamp, temperature_gpu, power_draw_w, power_limit_w, memory_used_mib, memory_free_mib
1641487019201341642, 37, 107, 350, 297, 25149
1641487019203644786, 37, 107, 350, 297, 25149
1641487019205478138, 37, 107, 350, 297, 25149
1641487019207319206, 37, 107, 350, 297, 25149
1641487019209208618, 37, 107, 350, 297, 25149
1641487019211076105, 37, 107, 350, 297, 25149
1641487019212989168, 37, 107, 350, 297, 25149
1641487019214889314, 37, 107, 350, 297, 25149
1641487019216751139, 37, 107, 350, 297, 25149
1641487019218602545, 37, 107, 350, 297, 25149
1641487019220453690, 37, 107, 350, 297, 25149
1641487019222299654, 37, 107, 350, 297, 25149
1641487019224199100, 37, 107, 350, 297, 25149
1641487019226106467, 37, 107, 350, 297, 25149
1641487019228020437, 37, 107, 350, 297, 25149
1641487019229893986, 37, 107, 350, 297, 25149
1641487019231736345, 37, 107, 350, 297, 25149
1641487019233565402, 37, 107, 350, 297, 25149
1641487019235403537, 37, 107, 350, 297, 25149
1641487019237293037, 37, 107, 350, 297, 25149
1641487019239182799, 37, 107, 350, 297, 25149
1641487019241073398, 37, 107, 350, 297, 25149
1641487019242974851, 37, 107, 350, 297, 25149
1641487019244864761, 37, 107, 350, 297, 25149
1641487019246702572, 37, 107, 350, 297, 25149
1641487019248533010, 37, 107, 350, 297, 25149
1641487019250360508, 37, 107, 350, 297, 25149
1641487019252263355, 37, 107, 350, 297, 25149
1641487019254154580, 37, 107, 350, 297, 25149
1641487019256069120, 37, 107, 350, 297, 25149
1641487019257870924, 37, 107, 350, 297, 25149
1641487019259676902, 37, 107, 350, 297, 25149
1641487019261516660, 37, 107, 350, 297, 25149
1641487019263363302, 37, 107, 350, 297, 25149
1641487019265255882, 37, 107, 350, 297, 25149
1641487019267073109, 37, 107, 350, 297, 25149
1641487019268925587, 37, 107, 350, 297, 25149
1641487019270767223, 37, 107, 350, 297, 25149
1641487019272597071, 37, 107, 350, 297, 25149
1641487019274425266, 37, 107, 350, 297, 25149
1641487019276299018, 37, 107, 350, 297, 25149
1641487019278101458, 37, 107, 350, 297, 25149
1641487019279952084, 37, 107, 350, 297, 25149
1641487019281842503, 37, 107, 350, 297, 25149
1641487019283680251, 37, 107, 350, 297, 25149
1641487019285499103, 37, 107, 350, 297, 25149
1641487019287387462, 37, 107, 350, 297, 25149
1641487019289227010, 37, 107, 350, 297, 25149
1641487019291081271, 37, 107, 350, 297, 25149
1641487019292975914, 37, 107, 350, 297, 25149
1641487019294864301, 37, 107, 350, 297, 25149
1641487019296719652, 37, 107, 350, 297, 25149
1641487019298529710, 37, 107, 350, 297, 25149
1641487019300353538, 37, 107, 350, 297, 25149
1641487019302219873, 37, 107, 350, 297, 25149
1641487019304119093, 37, 107, 350, 297, 25149
1641487019306003042, 37, 107, 350, 297, 25149
1641487019307823761, 37, 107, 350, 297, 25149
1641487019309658339, 37, 107, 350, 297, 25149
1641487019311476026, 37, 107, 350, 297, 25149
1641487019313341289, 37, 107, 350, 297, 25149
1641487019315226088, 37, 107, 350, 297, 25149
1641487019317086736, 37, 107, 350, 297, 25149
1641487019318970375, 37, 107, 350, 297, 25149
1641487019320803250, 37, 107, 350, 297, 25149
1641487019322619758, 37, 107, 350, 297, 25149
1641487019324425112, 37, 107, 350, 297, 25149
1641487019326291354, 37, 107, 350, 297, 25149
1641487019328183363, 37, 107, 350, 297, 25149
1641487019330048669, 37, 107, 350, 297, 25149
1641487019331949329, 37, 107, 350, 297, 25149
1641487019333831448, 37, 107, 350, 297, 25149
1641487019335633565, 37, 107, 350, 297, 25149
1641487019337459664, 37, 107, 350, 297, 25149
1641487019339279757, 37, 107, 350, 297, 25149
1641487019341123306, 37, 107, 350, 297, 25149
1641487019343011963, 37, 107, 350, 297, 25149
1641487019344888744, 37, 107, 350, 297, 25149
1641487019346758473, 37, 107, 350, 297, 25149
1641487019348583798, 37, 107, 350, 297, 25149
1641487019350451614, 37, 107, 350, 297, 25149
1641487019352282835, 37, 107, 350, 297, 25149
1641487019354124000, 37, 107, 350, 297, 25149
1641487019355908863, 37, 107, 350, 297, 25149
1641487019357707521, 37, 107, 350, 297, 25149
1641487019359511962, 37, 107, 350, 297, 25149
1641487019361345946, 37, 107, 350, 297, 25149
1641487019363226892, 37, 107, 350, 297, 25149
1641487019365106381, 37, 107, 350, 297, 25149
1641487019366984191, 37, 107, 350, 297, 25149
1641487019368851253, 37, 107, 350, 297, 25149
1641487019370660707, 37, 107, 350, 297, 25149
1641487019372454211, 37, 107, 350, 297, 25149
1641487019374311384, 37, 107, 350, 297, 25149
1641487019376189016, 37, 107, 350, 297, 25149
1641487019377904701, 37, 107, 350, 297, 25149
1641487019379716685, 37, 107, 350, 297, 25149
1641487019381517994, 37, 107, 350, 297, 25149
1641487019383322108, 37, 107, 350, 297, 25149
1641487019385159959, 37, 107, 350, 297, 25149
1641487019387036042, 37, 107, 350, 297, 25149
1641487019388915294, 37, 107, 350, 297, 25149
1641487019390737205, 37, 107, 350, 297, 25149
1641487019392549129, 37, 107, 350, 297, 25149
1641487019394375884, 37, 107, 350, 297, 25149
1641487019396235006, 37, 107, 350, 297, 25149
1641487019398127562, 37, 107, 350, 297, 25149
1641487019399909259, 37, 107, 350, 297, 25149
1641487019401722057, 37, 107, 350, 297, 25149
1641487019403537401, 37, 107, 350, 297, 25149
1641487019405344861, 37, 107, 350, 297, 25149
1641487019407225255, 37, 107, 350, 297, 25149
1641487019409091474, 37, 107, 350, 297, 25149
1641487019410873511, 37, 107, 350, 297, 25149
1641487019412704425, 37, 107, 350, 297, 25149
1641487019414501403, 37, 107, 350, 297, 25149
1641487019416363608, 37, 107, 350, 297, 25149
1641487019418224853, 37, 107, 350, 297, 25149
1641487019420105373, 37, 107, 350, 297, 25149
1641487019421974905, 37, 107, 350, 297, 25149
1641487019423847341, 37, 107, 350, 297, 25149
1641487019425656594, 37, 107, 350, 297, 25149
1641487019427470556, 37, 107, 350, 297, 25149
1641487019429315734, 37, 107, 350, 297, 25149
1641487019431186462, 37, 107, 350, 297, 25149
1641487019433064089, 37, 107, 350, 297, 25149
1641487019434892890, 37, 107, 350, 297, 25149
1641487019436697644, 37, 107, 350, 297, 25149
1641487019438516339, 37, 107, 350, 297, 25149
1641487019440370184, 37, 107, 350, 297, 25149
1641487019442252289, 37, 107, 350, 297, 25149
1641487019444120156, 37, 107, 350, 297, 25149
1641487019445998751, 37, 107, 350, 297, 25149
1641487019447858307, 37, 107, 350, 297, 25149
1641487019449668198, 37, 107, 350, 297, 25149
1641487019451467035, 37, 107, 350, 297, 25149
1641487019453275506, 37, 107, 350, 297, 25149
1641487019455152728, 37, 107, 350, 297, 25149
1641487019456982017, 37, 107, 350, 297, 25149
1641487019458801804, 37, 107, 350, 297, 25149
1641487019460568001, 37, 107, 350, 297, 25149
1641487019462427059, 37, 107, 350, 297, 25149
1641487019464317022, 37, 107, 350, 297, 25149
1641487019466183528, 37, 107, 350, 297, 25149
1641487019467978341, 37, 107, 350, 297, 25149
1641487019469842773, 37, 107, 350, 297, 25149
1641487019471657961, 37, 107, 350, 297, 25149
1641487019473463246, 37, 107, 350, 297, 25149
1641487019475264943, 37, 107, 350, 297, 25149
1641487019477139372, 37, 107, 350, 297, 25149
1641487019478916515, 37, 107, 350, 297, 25149
1641487019480731577, 37, 107, 350, 297, 25149
1641487019482530111, 37, 107, 350, 297, 25149
1641487019484353362, 37, 107, 350, 297, 25149
1641487019486209371, 37, 107, 350, 297, 25149
1641487019488094964, 37, 107, 350, 297, 25149
1641487019489890861, 37, 107, 350, 297, 25149
1641487019491707945, 37, 107, 350, 297, 25149
1641487019493504679, 37, 107, 350, 297, 25149
1641487019495350247, 37, 107, 350, 297, 25149
1641487019497221603, 37, 107, 350, 297, 25149
1641487019499068748, 37, 107, 350, 297, 25149
1641487019500900540, 37, 107, 350, 297, 25149
1641487019502707721, 37, 107, 350, 297, 25149
1641487019504500924, 37, 107, 350, 297, 25149
1641487019506362887, 37, 107, 350, 297, 25149
1641487019508228395, 37, 107, 350, 297, 25149
1641487019509992866, 37, 107, 350, 297, 25149
1641487019511864397, 37, 107, 350, 297, 25149
1641487019513672958, 37, 107, 350, 297, 25149
1641487019515477377, 37, 107, 350, 297, 25149
1641487019517324187, 37, 107, 350, 297, 25149
1641487019519198953, 37, 107, 350, 297, 25149
1641487019520971813, 37, 107, 350, 297, 25149
1641487019522851183, 37, 107, 350, 297, 25149
1641487019524656013, 37, 107, 350, 297, 25149
1641487019526458355, 37, 107, 350, 297, 25149
1641487019528308007, 37, 107, 350, 297, 25149
1641487019530161958, 37, 107, 350, 297, 25149
1641487019532051081, 37, 107, 350, 297, 25149
1641487019533913766, 37, 107, 350, 297, 25149
1641487019535768059, 37, 107, 350, 297, 25149
1641487019537545869, 37, 107, 350, 297, 25149
1641487019539370800, 37, 107, 350, 297, 25149
1641487019541207308, 37, 107, 350, 297, 25149
1641487019543077563, 37, 107, 350, 297, 25149
1641487019544949846, 37, 107, 350, 297, 25149
1641487019546767883, 37, 107, 350, 297, 25149
1641487019548550510, 37, 107, 350, 297, 25149
1641487019550397653, 37, 107, 350, 297, 25149
1641487019552253571, 37, 107, 350, 297, 25149
1641487019554127470, 37, 107, 350, 297, 25149
1641487019555955895, 37, 107, 350, 297, 25149
1641487019557763759, 37, 107, 350, 297, 25149
1641487019559541189, 37, 107, 350, 297, 25149
1641487019561347004, 37, 107, 350, 297, 25149
1641487019563226246, 37, 107, 350, 297, 25149
1641487019565097905, 37, 107, 350, 297, 25149
1641487019566862249, 37, 107, 350, 297, 25149
1641487019568659233, 37, 107, 350, 297, 25149
1641487019570462273, 37, 107, 350, 297, 25149
1641487019572301282, 37, 107, 350, 297, 25149
1641487019574164184, 37, 107, 350, 297, 25149
1641487019575963947, 37, 107, 350, 297, 25149
1641487019577780826, 37, 107, 350, 297, 25149
1641487019579582933, 37, 107, 350, 297, 25149
1641487019581390647, 37, 107, 350, 297, 25149
1641487019583245709, 37, 107, 350, 297, 25149
1641487019585006719, 37, 107, 350, 297, 25149
1641487019586852564, 37, 107, 350, 297, 25149
1641487019588639455, 37, 107, 350, 297, 25149
1641487019590453389, 37, 107, 350, 297, 25149
1641487019592289788, 37, 107, 350, 297, 25149
1641487019594097779, 37, 107, 350, 297, 25149
1641487019595963567, 37, 107, 350, 297, 25149
1641487019597813653, 37, 107, 350, 297, 25149
1641487019599610686, 37, 107, 350, 297, 25149
1641487019601422451, 37, 107, 350, 297, 25149
1641487019603276429, 37, 107, 350, 297, 25149
1641487019605134585, 37, 107, 350, 297, 25149
1641487019607008200, 37, 107, 350, 297, 25149
1641487019608797748, 37, 107, 350, 297, 25149
1641487019610618062, 37, 107, 350, 297, 25149
1641487019612402499, 37, 107, 350, 297, 25149
1641487019614206916, 37, 107, 350, 297, 25149
1641487019615985476, 37, 107, 350, 297, 25149
1641487019617802362, 37, 107, 350, 297, 25149
1641487019619609569, 37, 107, 350, 297, 25149
1641487019621451567, 37, 107, 350, 297, 25149
1641487019623270035, 37, 107, 350, 297, 25149
1641487019625134544, 37, 107, 350, 297, 25149
1641487019626992100, 37, 107, 350, 297, 25149
1641487019628786383, 37, 107, 350, 297, 25149
1641487019630578311, 37, 107, 350, 297, 25149
1641487019632369177, 37, 107, 350, 297, 25149
1641487019634221093, 37, 107, 350, 297, 25149
1641487019636083144, 37, 107, 350, 297, 25149
1641487019637945174, 37, 107, 350, 297, 25149
1641487019639757381, 37, 107, 350, 297, 25149
1641487019641544955, 37, 107, 350, 297, 25149
1641487019643333749, 37, 107, 350, 297, 25149
1641487019645160524, 37, 107, 350, 297, 25149
1641487019647018953, 37, 107, 350, 297, 25149
1641487019648801360, 37, 107, 350, 297, 25149
1641487019650599477, 37, 107, 350, 297, 25149
1641487019652398377, 37, 107, 350, 297, 25149
1641487019654244083, 37, 107, 350, 297, 25149
1641487019656102454, 37, 107, 350, 297, 25149
1641487019657904196, 37, 107, 350, 297, 25149
1641487019659709936, 37, 107, 350, 297, 25149
1641487019661509117, 37, 107, 350, 297, 25149
1641487019663333645, 37, 107, 350, 297, 25149
1641487019665112882, 37, 107, 350, 297, 25149
1641487019666846981, 37, 107, 350, 297, 25149
1641487019668569751, 37, 107, 350, 297, 25149
1641487019670333154, 37, 107, 350, 297, 25149
1641487019672112875, 37, 107, 350, 297, 25149
1641487019673848291, 37, 107, 350, 297, 25149
1641487019675528165, 37, 107, 350, 297, 25149
1641487019677310602, 37, 107, 350, 297, 25149
1641487019679090400, 37, 107, 350, 297, 25149
1641487019680825396, 37, 107, 350, 297, 25149
1641487019682507561, 37, 107, 350, 297, 25149
1641487019684252721, 37, 107, 350, 297, 25149
1641487019686032717, 37, 107, 350, 297, 25149
1641487019687720569, 37, 107, 350, 297, 25149
1641487019689503683, 37, 107, 350, 297, 25149
1641487019691344211, 37, 107, 350, 297, 25149
1641487019693124972, 37, 107, 350, 297, 25149
1641487019694860734, 37, 107, 350, 297, 25149
1641487019696535306, 37, 107, 350, 297, 25149
1641487019698280419, 37, 107, 350, 297, 25149
1641487019700059866, 37, 107, 350, 297, 25149
1641487019701794672, 37, 107, 350, 297, 25149
1641487019703542778, 37, 107, 350, 297, 25149
1641487019705385257, 37, 107, 350, 297, 25149
1641487019707158420, 37, 107, 350, 297, 25149
1641487019708897133, 37, 107, 350, 297, 25149
1641487019710621232, 37, 107, 350, 297, 25149
1641487019712429896, 37, 107, 350, 297, 25149
1641487019714202180, 37, 107, 350, 297, 25149
1641487019715938776, 37, 107, 350, 297, 25149
1641487019717671068, 37, 107, 350, 297, 25149
1641487019719425529, 37, 107, 350, 297, 25149
1641487019721195219, 37, 107, 350, 297, 25149
1641487019722878460, 37, 107, 350, 297, 25149
1641487019724555132, 37, 107, 350, 297, 25149
1641487019726333779, 37, 107, 350, 297, 25149
1641487019728074165, 37, 107, 350, 297, 25149
1641487019729810354, 37, 107, 350, 297, 25149
1641487019731555128, 37, 107, 350, 297, 25149
1641487019733351115, 37, 107, 350, 297, 25149
1641487019735131375, 37, 107, 350, 297, 25149
1641487019736874354, 37, 107, 350, 297, 25149
1641487019738603588, 37, 107, 350, 297, 25149
1641487019740348924, 37, 107, 350, 297, 25149
1641487019742132861, 37, 107, 350, 297, 25149
1641487019743818893, 37, 107, 350, 297, 25149
1641487019745573909, 37, 107, 350, 297, 25149
1641487019747372113, 37, 107, 350, 297, 25149
1641487019749126357, 37, 107, 350, 297, 25149
1641487019750862845, 37, 107, 350, 297, 25149
1641487019752587598, 37, 107, 350, 297, 25149
1641487019754339012, 37, 107, 350, 297, 25149
1641487019756078951, 37, 107, 350, 297, 25149
1641487019757753236, 37, 107, 350, 297, 25149
1641487019759509029, 37, 107, 350, 297, 25149
1641487019761351194, 37, 107, 350, 297, 25149
1641487019763084741, 37, 107, 350, 297, 25149
1641487019764820913, 37, 107, 350, 297, 25149
1641487019766500445, 37, 107, 350, 297, 25149
1641487019768300362, 37, 107, 350, 297, 25149
1641487019770046158, 37, 107, 350, 297, 25149
1641487019771734070, 37, 107, 350, 297, 25149
1641487019773484749, 37, 107, 350, 297, 25149
1641487019775325292, 37, 107, 350, 297, 25149
1641487019777108689, 37, 107, 350, 297, 25149
1641487019778792917, 37, 107, 350, 297, 25149
1641487019780545510, 37, 107, 350, 297, 25149
1641487019782368817, 37, 107, 350, 297, 25149
1641487019784141995, 37, 107, 350, 297, 25149
1641487019785675976, 37, 107, 350, 297, 25149
1641487019787409319, 37, 107, 350, 297, 25149
1641487019789196556, 37, 107, 350, 297, 25149
1641487019790934013, 37, 107, 350, 297, 25149
1641487019792620285, 37, 107, 350, 297, 25149
1641487019794364708, 37, 107, 350, 297, 25149
1641487019796097330, 37, 107, 350, 297, 25149
1641487019797836687, 37, 107, 350, 297, 25149
1641487019799559472, 37, 107, 350, 297, 25149
1641487019801308762, 37, 107, 350, 297, 25149
1641487019803090762, 37, 107, 350, 297, 25149
1641487019804777774, 37, 107, 350, 297, 25149
1641487019806527351, 37, 107, 350, 297, 25149
1641487019808297104, 37, 107, 350, 297, 25149
1641487019810070458, 37, 107, 350, 297, 25149
1641487019811806576, 37, 107, 350, 297, 25149
1641487019813533929, 37, 107, 350, 297, 25149
1641487019815374721, 37, 107, 350, 297, 25149
1641487019817057436, 37, 107, 350, 297, 25149
1641487019818746661, 37, 107, 350, 297, 25149
1641487019820501528, 37, 107, 350, 297, 25149
1641487019822344996, 37, 107, 350, 297, 25149
1641487019824127940, 37, 107, 350, 297, 25149
1641487019825814191, 37, 107, 350, 297, 25149
1641487019827573151, 37, 107, 350, 297, 25149
1641487019829423887, 37, 107, 350, 297, 25149
1641487019831196094, 37, 107, 350, 297, 25149
1641487019832881475, 37, 107, 350, 297, 25149
1641487019834560047, 37, 107, 350, 297, 25149
1641487019836318347, 37, 107, 350, 297, 25149
1641487019838099440, 37, 107, 350, 297, 25149
1641487019839838457, 37, 107, 350, 297, 25149
1641487019841523339, 37, 107, 350, 297, 25149
1641487019843289972, 37, 107, 350, 297, 25149
1641487019845031272, 37, 107, 350, 297, 25149
1641487019846720657, 37, 107, 350, 297, 25149
1641487019848478603, 37, 107, 350, 297, 25149
1641487019850271410, 37, 107, 350, 297, 25149
1641487019852053828, 37, 107, 350, 297, 25149
1641487019853790166, 37, 107, 350, 297, 25149
1641487019855543477, 37, 107, 350, 297, 25149
1641487019857374502, 37, 107, 350, 297, 25149
1641487019859153989, 37, 107, 350, 297, 25149
1641487019860891208, 37, 107, 350, 297, 25149
1641487019862616133, 37, 107, 350, 297, 25149
1641487019864426705, 37, 107, 350, 297, 25149
1641487019866171525, 37, 107, 350, 297, 25149
1641487019867838799, 37, 107, 350, 297, 25149
1641487019869515217, 37, 107, 350, 297, 25149
1641487019871305655, 37, 107, 350, 297, 25149
1641487019873013047, 37, 107, 350, 297, 25149
1641487019874696959, 37, 107, 350, 297, 25149
